Estado;Periodo de Cierre;Codigo de Contrato;Monto;Monto Solarizado;Monto Desembolsado;Monto Desembolsado Solarizado;Comision;Comision Solarizada;Plazo;Moneda;Tasa de Interes;Esquema;Riesgo;Provincia Propiedad;Distrito Propiedad;Tipo de Propiedad;Valuacion Propiedad;Valuacion en Soles;Total Ganado Esperado;Total Ganado;Numero de Reservaciones;Ratio (%);LTV;Safety Buffer;Fecha de Creacion;Fecha de Cierre;Dias de Cierre;Etapa del Negocio;Canal;Tipo de Fondo;Es Fast Track;Tipo de Cambio Contable;Flag Contrato Cerrado;Ratio Comision/Monto;Flag Alta Demanda;Ano;¿Aplica propuesta?;Marca_15_Mayo_Creacion;Marca_15_Mayo_Cierre;COMISION SD. NO FT PCT IDEAL;COMISION SD. NO FT PCT MIN;COMISION SD. NO FT MONTO IDEAL;COMISION SD. NO FT MONTO MIN;COMISION CD. NO FT MONTO IDEAL;COMISION CD. NO FT MONTO MIN;COMISION SD. SI FT PCT IDEAL;COMISION SD. SI FT PCT MIN;COMISION SD. SI FT MONTO IDEAL;COMISION SD. SI FT MONTO MIN;COMISION CD. SI FT MONTO IDEAL;COMISION CD. SI FT MONTO MIN;Es Caso en Seguimiento;Ratio_Comision_Real_Ideal;Dominios_Matematicos;Dominio_Final;Marca_25_abril_Creacion;Marca_25_abril_Cierre;AJUSTADA COMISION SD. NO FT MONTO IDEAL;Comision Final;Condicion Fuerte es Caso en Seguimiento
CONTRATO CERRADO / DESEMBOLSO;202606;P05087;15000,0;15000,0;20925,0;20925,0;5925,0;5925,0;12;PEN;1,2;Cuota Fija;Medio;LIMA;LOS OLIVOS;departamento;54243,0;;20925,0;20925,0;;0,104261;0,104261;0,895739;2026-05-26 21:44:10;2026-06-10 14:28:08;14;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,343;SI;0,395;;2026;True;Sí;Sí;0,39;0,365;5850,0;5475,0;6000,0;5625,0;0,41000000000000003;0,385;6150,000000000001;5775,0;6300,0;5925,0;True;1,0128205128205128;D2, D3, D4;D3 o D4 (Solapado - Verificar Descuento);Sí;Sí;5265,0;;False
CONTRATO CERRADO / DESEMBOLSO;202606;P05112;68000,0;68000,0;86020,0;86020,0;18020,0;18020,0;72;PEN;1,39;Cuota Fija;Bajo;LIMA;SANTA ANITA;casa;168273,0;;86020,0;86020,0;;0,13816;0,13816;0,8618399999999999;2026-05-29 23:02:50;2026-06-19 14:36:00;20;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,351;SI;0,265;;2026;True;Sí;Sí;0,215;0,19;14620,0;12920,0;17340,0;15640,0;0,23500000000000001;0,20500000000000002;15980,000000000002;13940,000000000002;19040,0;16660,0;True;1,2325581395348837;D4;D4;Sí;Sí;13158,0;17340,0;False
CONTRATO CERRADO / DESEMBOLSO;202606;P05128;450000,0;450000,0;492750,0;492750,0;42750,0;42750,0;72;PEN;1,75;Cuota Fija;Moderado;LIMA;SANTIAGO DE SURCO;casa;255807,0;;492750,0;492750,0;;0,52061;0,52061;0,47939;2026-05-29 22:48:36;2026-06-23 21:21:01;24;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,351;SI;0,095;;2026;True;Sí;Sí;0,065;0,05;29250,0;22500,0;36000,00000000006;29250,0;0,07;0,055;31500,000000000004;24750,0;38250,0;31500,0;True;1,4615384615384615;Fuera de Rango;Fuera de Rango (No FT);Sí;Sí;26325,0;;False
CONTRATO CERRADO / DESEMBOLSO;202607;P05150;270000,0;270000,0;292950,0;292950,0;22950,0;22950,0;60;PEN;0,89;Cuota Fija;Bajo;LIMA;MIRAFLORES;;160037,0;;292950,0;292950,0;;0,494734;0,494734;0,505266;2026-06-05 20:25:29;2026-07-03 21:35:59;28;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,351;SI;0,085;;2026;True;Sí;Sí;0,065;0,05;17550,0;13500,0;25650,0;21600,0;0,07;0,055;18900,0;14850,0;27000,0;22950,0;True;1,3076923076923077;D2, D4;D2;Sí;Sí;15795,0;22950,0;True
CONTRATO CERRADO / DESEMBOLSO;202606; P05130;145229,37;145229,37;165561,49;165561,49;20332,12;20332,12;84;PEN;1,45;Cuota Fija;Moderado;LIMA;SAN BORJA;;188751,0;;165561,49;165561,49;;0,237065;0,237065;0,762935;2026-06-10 18:18:45;2026-06-24 20:25:04;14;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,351;SI;0,1400000564624084;;2026;True;Sí;Sí;0,125;0,095;18153,67125;13796,790149999999;21058,258650000003;16701,377550000005;0,13;0,1;18879,8181;14522,937;21784,405499999993;17427,524400000024;True;1,1200004516992672;D2, D4;D4;Sí;Sí;16338,304125;21058,258650000003;False
CONTRATO CERRADO / DESEMBOLSO;202606;P05126;25000,0;25000,0;32875,0;32875,0;7875,0;7875,0;36;PEN;1,16;Cuota Fija;Bajo Medio;LIMA;COMAS;departamento;49478,0;;32875,0;32875,0;;0,179578;0,179578;0,820422;2026-06-16 17:44:02;2026-06-26 23:09:53;10;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,351;SI;0,315;;2026;True;Sí;Sí;0,30999999999999994;0,29;7749,999999999998;7249,999999999999;8500,0;8000,0;0,335;0,31;8375,0;7750,0;9125,0;8500,0;True;1,0161290322580647;D3;D3;Sí;Sí;6974,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202607;P05158;27000,0;27000,0;35640,0;35640,0;8640,0;8640,0;36;PEN;1,31;Cuota Fija;Moderado Medio;LIMA;CARABAYLLO;casa;70205,0;;35640,0;35640,0;;0,137204;0,137204;0,862796;2026-06-18 16:45:46;2026-07-07 20:49:34;19;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,351;SI;0,32;;2026;True;Sí;Sí;0,31999999999999995;0,3;8639,999999999998;8100,0;9315,0;8640,0;0,34500000000000003;0,32;9315,0;8640,0;9990,0;9180,0;True;1,0000000000000002;D1, D2, D3;D3;Sí;Sí;7775,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202607;P05156;160000,0;160000,0;184000,0;184000,0;24000,0;24000,0;36;PEN;2,0;Cuota Fija;Medio;HUANCAYO;HUANCAYO;local;146146,0;;184000,0;184000,0;;0,340274;0,340274;0,659726;2026-06-18 19:33:48;2026-07-07 19:52:26;19;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,351;SI;0,15;;2026;True;Sí;Sí;0,15;0,11499999999999999;24000,0;18400,0;28000,0;21600,0;0,155;0,12;24800,0;19200,0;28800,0;22400,00000000003;True;1,0;D1, D2, D3, D4;D1 o D2 (Solapado - Verificar Descuento);Sí;Sí;21600,0;;False
CONTRATO CERRADO / DESEMBOLSO;202607;P05172;150000,0;150000,0;152835,0;152835,0;2835,0;2835,0;72;PEN;2,07;Cuota Fija;Bajo;LIMA;LA MOLINA;departamento;205653,0;;152835,0;152835,0;;0,200856;0,200856;0,799144;2026-06-22 15:49:19;2026-07-10 21:07:57;18;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;True;3,351;SI;0,0189;;2026;False;Sí;Sí;0,125;0,095;18750,0;14250,0;24750,0;20250,0;0,13;0,1;19500,0;15000,0;25500,0;21000,00000000003;False;0,1512;Fuera de Rango;Fuera de Rango (FT);Sí;Sí;16875,0;;False
CONTRATO CERRADO / DESEMBOLSO;202603;P04790;162147,75;162147,75;166509,53;166509,53;4361,78;4361,78;72;PEN;2,0;Cuota Fija;Moderado;LIMA;LURIN;;182649,0;;166509,53;166509,53;;0,246388;0,246388;0,753612;2025-08-15 17:21:28;2026-03-09 22:30:31;206;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,562;SI;0,0269000340738616;;2026;False;No;No;0,13;0,1;21079,2075;16214,775000000001;24322,162499999977;19457,73000000001;0,135;0,105;21889,94625;17025,51375;25132,901249999995;20268,46875;False;0,20692333902970497;Fuera de Rango;Fuera de Rango (No FT);No;No;18971,28675;;False
CONTRATO CERRADO / DESEMBOLSO;202603;P04792;30000,0;30000,0;32262,0;32262,0;2262,0;2262,0;60;PEN;2,3;Cuota Fija;Moderado;LIMA;CERCADO;;59985,0;;32262,0;32262,0;;0,145361;0,145361;0,854639;2025-10-01 15:57:42;2026-03-11 18:43:50;161;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;True;3,506;SI;0,0754;;2026;False;No;No;0,295;0,265;8850,0;7950,0;9450,0;8550,000000000007;0,32;0,29;9600,0;8700,0;10200,0;9300,0;False;0,2555932203389831;Fuera de Rango;Fuera de Rango (FT);No;No;7965,0;;False
CONTRATO CERRADO / DESEMBOLSO;202604;P04893;90000,0;90000,0;93654,0;93654,0;3654,0;3654,0;120;PEN;2,0;Cuota Fija;Moderado;LIMA;VILLA MARIA DEL TRIUNFO;;197946,0;;93654,0;93654,0;;0,127873;0,127873;0,872127;2025-10-14 17:56:40;2026-04-13 22:16:13;181;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;True;3,506;SI;0,0406;;2026;False;No;No;0,2;0,175;18000,0;15749,999999999998;20250,000000000015;18000,0;0,215;0,19;19350,0;17100,0;21600,0;19350,0;False;0,203;Fuera de Rango;Fuera de Rango (FT);No;No;16200,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04665;60000,0;60000,0;61494,0;61494,0;1494,0;1494,0;36;PEN;3,2;Cuota Fija;Bajo Medio;TRUJILLO;TRUJILLO;;88945,0;;61494,0;61494,0;;0,186857;0,186857;0,813143;2025-11-12 21:45:06;2026-01-26 22:31:23;75;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,457;SI;0,0249;;2026;False;No;No;0,225;0,2;13500,0;12000,0;15900,000000000015;14100,0;0,24;0,215;14400,0;12900,0;16800,0;15000,0;False;0,11066666666666666;Fuera de Rango;Fuera de Rango (No FT);No;No;12150,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04686;100000,0;100000,0;117500,0;117500,0;17500,0;17500,0;72;PEN;1,66;Cuota Fija;Moderado Medio;LIMA;SAN JUAN DE MIRAFLORES;;135215,0;;117500,0;117500,0;;0,234861;0,234861;0,765139;2025-11-18 14:25:15;2026-02-03 22:00:58;77;CONTRATO CERRADO / DESEMBOLSO;Presencial;Inversionista P2P;False;3,457;SI;0,175;;2026;False;No;No;0,195;0,15;19500,0;15000,0;23000,0;18500,0;0,20500000000000002;0,16;20500,0;16000,0;24000,0;19500,0;False;0,8974358974358975;D1, D3;D1;No;No;17550,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04620;140000,0;140000,0;142786,0;142786,0;2786,0;2786,0;72;PEN;1,57;Cuota Fija;Bajo Medio;LIMA;MIRAFLORES;;106734,0;;142786,0;142786,0;;0,361561;0,361561;0,638439;2025-11-19 23:19:18;2026-01-14 22:57:49;55;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,414;SI;0,0199;;2026;False;No;No;0,11500000000000002;0,09;16100,000000000002;12600,0;23100,0;18900,0;0,12;0,095;16800,0;13300,0;23800,0;19600,00000000003;False;0,17304347826086955;Fuera de Rango;Fuera de Rango (No FT);No;No;14490,000000000002;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04613;70000,0;70000,0;73353,0;73353,0;3353,0;3353,0;48;PEN;1,95;Cuota Fija;Moderado;LIMA;PUEBLO LIBRE;;100335,0;;73353,0;73353,0;;0,197589;0,197589;0,802411;2025-11-21 00:11:10;2026-01-13 16:56:29;53;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;True;3,457;SI;0,0479;;2026;False;No;No;0,215;0,19;15050,0;13300,0;16100,0;14350,0;0,23;0,20500000000000002;16100,0;14350,000000000002;17150,000000000015;15400,0;False;0,22279069767441861;Fuera de Rango;Fuera de Rango (FT);No;No;13545,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04668;230000,0;230000,0;233220,0;233220,0;3220,0;3220,0;60;PEN;2,3;Cuota Fija;Bajo Medio;LIMA;LA VICTORIA;;189486,0;;233220,0;233220,0;;0,332649;0,332649;0,667351;2025-11-28 20:35:22;2026-01-29 17:25:11;61;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,457;SI;0,014;;2026;False;No;No;0,095;0,06999999999999999;21850,0;16099,999999999998;31050,0;25300,00000000003;0,1;0,075;23000,0;17250,0;32200,0;26450,0;False;0,14736842105263157;Fuera de Rango;Fuera de Rango (No FT);No;No;19665,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04596;300000,0;300000,0;330000,0;330000,0;30000,0;30000,0;72;PEN;1,48;Cuota Fija;Alto;LIMA;MIRAFLORES;casa;484193,0;;330000,0;330000,0;;0,184202;0,184202;0,815798;2025-12-10 16:39:53;2026-01-09 22:05:17;30;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,414;SI;0,1;;2026;True;No;No;0,075;0,06000000000000001;22500,0;18000,000000000004;25500,0;21000,0;0,08;0,065;24000,0;19500,0;27000,0;22500,0;True;1,3333333333333333;Fuera de Rango;Fuera de Rango (No FT);No;No;20250,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04582;48000,0;48000,0;60960,0;60960,0;12960,0;12960,0;60;PEN;1,55;Cuota Fija;Medio;LIMA;LOS OLIVOS;departamento;116955,0;;60960,0;60960,0;;0,140872;0,140872;0,859128;2025-12-10 22:14:10;2026-01-03 16:15:12;23;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,414;SI;0,27;;2026;True;No;No;0,26999999999999996;0,24;12959,999999999998;11520,0;14160,0;12720,000000000007;0,295;0,26;14160,0;12480,0;15360,0;13680,000000000007;True;1,0000000000000002;D1, D2, D3;D3;No;No;11663,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04591;105000,0;105000,0;122850,0;122850,0;17850,0;17850,0;72;PEN;1,65;Cuota Fija;Bajo Medio;LIMA;VILLA EL SALVADOR ;;99735,0;;122850,0;122850,0;;0,332909;0,332909;0,667091;2025-12-12 21:29:25;2026-01-08 20:13:12;26;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,414;SI;0,17;;2026;True;No;No;0,175;0,135;18375,0;14175,000000000002;24150,0;19425,0;0,185;0,145;19425,0;15224,999999999998;25200,0;20475,0;True;0,9714285714285714;D1, D3;D1;No;No;16537,5;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04705;92000,0;92000,0;109940,0;109940,0;17940,0;17940,0;24;PEN;2,15;Cuota Fija;Medio;;;;128117,0;;109940,0;109940,0;;0,231925;0,231925;0,7680750000000001;2025-12-15 16:31:50;2026-02-13 23:17:24;60;CONTRATO CERRADO / DESEMBOLSO;Presencial;Inversionista P2P;False;3,414;SI;0,195;;2026;False;No;No;0,20999999999999996;0,185;19319,999999999996;17020,0;20700,000000000015;18400,0;0,22;0,195;20240,0;17940,0;21620,000000000015;19320,0;False;0,9285714285714287;D1, D3;D1;No;No;17387,999999999996;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04624;40000,0;40000,0;41688,0;41688,0;1688,0;1688,0;36;PEN;3,53;Cuota Fija;Moderado Medio;SANTA;NUEVO CHIMBOTE;;55838,0;;41688,0;41688,0;;0,201781;0,201781;0,798219;2025-12-17 20:45:54;2026-01-15 15:18:17;28;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,414;SI;0,0422;;2026;False;No;No;0,285;0,25;11399,999999999998;10000,0;12600,0;11000,0;0,31;0,27;12400,0;10800,0;13600,0;12000,0;False;0,14807017543859652;Fuera de Rango;Fuera de Rango (No FT);No;No;10259,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04594;50000,0;50000,0;63500,0;63500,0;13500,0;13500,0;72;PEN;1,58;Cuota Fija;Moderado Medio;LIMA;SAN MARTIN DE PORRES;casa;55502,0;;63500,0;63500,0;;0,309217;0,309217;0,6907829999999999;2025-12-17 20:08:04;2026-01-09 20:49:28;23;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,414;SI;0,27;;2026;True;No;No;0,26999999999999996;0,24;13499,999999999998;12000,0;15500,0;13749,999999999993;0,295;0,265;14750,0;13250,0;16750,0;15000,0;True;1,0000000000000002;D1, D3;Fuera de Rango (No FT);No;No;12149,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04650;140000,0;140000,0;157500,0;157500,0;17500,0;17500,0;72;PEN;1,25;Cuota Fija;Moderado Medio;LIMA;LOS OLIVOS;;130206,0;;157500,0;157500,0;;0,326925;0,326925;0,673075;2025-12-18 19:40:15;2026-01-27 22:28:27;40;CONTRATO CERRADO / DESEMBOLSO;Presencial;Inversionista P2P;False;3,414;SI;0,125;;2026;False;No;No;0,14;0,10500000000000001;19600,000000000004;14700,000000000002;24500,0;19600,00000000003;0,145;0,11;20300,0;15400,0;25900,0;20300,0;False;0,8928571428571427;D1, D3;D1;No;No;17640,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04698;100000,0;100000,0;118500,0;118500,0;18500,0;18500,0;72;PEN;1,78;Cuota Fija;Moderado Medio;CALLAO;CALLAO;departamento;94154,0;;118500,0;118500,0;;0,340156;0,340156;0,659844;2025-12-23 17:16:58;2026-02-11 14:14:55;49;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,185;;2026;True;No;No;0,195;0,15;19500,0;15000,0;23000,0;18500,0;0,20500000000000002;0,16;20500,0;16000,0;24000,0;19500,0;True;0,9487179487179487;D1, D2, D3;D1 o D2 (Solapado - Verificar Descuento);No;No;17550,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04647;250000,0;250000,0;276250,0;276250,0;26250,0;26250,0;84;PEN;1,95;Cuota Fija;Moderado Medio;LIMA;VILLA MAIA DEL TRIUNFO;edificio;254442,0;;276250,0;276250,0;;0,293435;0,293435;0,706565;2025-12-22 16:44:21;2026-01-27 16:40:05;35;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,414;SI;0,105;;2026;True;No;No;0,10500000000000001;0,08;26250,000000000004;20000,0;36250,0;28750,0;0,11;0,085;27500,0;21250,0;37500,0;30000,0;True;0,9999999999999999;D1, D3;D1;No;No;23625,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04672;90000,0;90000,0;91755,0;91755,0;1755,0;1755,0;48;PEN;2,9;Cuota Fija;Moderado;CHICLAYO;CHICLAYO;casa;70587,0;;91755,0;91755,0;;0,35132;0,35132;0,6486799999999999;2025-12-29 16:48:23;2026-01-29 22:22:59;31;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,0195;;2026;False;No;No;0,19;0,16499999999999998;17100,0;14849,999999999998;18900,0;16200,0;0,2;0,17500000000000002;18000,0;15750,000000000002;19800,0;17100,0;False;0,10263157894736842;Fuera de Rango;Fuera de Rango (No FT);No;No;15390,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04606;55000,0;55000,0;69575,0;69575,0;14575,0;14575,0;72;PEN;1,64;Cuota Fija;Medio;LIMA;VILLA EL SALVADOR ;casa;132786,0;;69575,0;69575,0;;0,141612;0,141612;0,858388;2025-12-29 22:29:46;2026-01-14 20:19:20;15;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,414;SI;0,265;;2026;True;No;No;0,265;0,23500000000000001;14575,0;12925,0;16225,0;14575,0;0,29;0,255;15949,999999999998;14025,0;17600,0;15675,000000000015;True;1,0;D1, D2, D3;D3;No;No;13117,5;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04641;50000,0;50000,0;52355,0;52355,0;2355,0;2355,0;48;PEN;1,98;Cuota Fija;Bajo Medio;LIMA;JESUS MARIA;departamento;106504,0;;52355,0;52355,0;;0,132859;0,132859;0,8671409999999999;2025-12-29 15:42:58;2026-01-22 19:48:19;24;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;True;3,384;SI;0,0471;;2026;False;No;No;0,25;0,225;12500,0;11250,0;14250,000000000007;13000,0;0,27;0,245;13500,0;12250,0;15250,0;14000,0;False;0,1884;Fuera de Rango;Fuera de Rango (FT);No;No;11250,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04675;60000,0;60000,0;61494,0;61494,0;1494,0;1494,0;60;PEN;2,9;Cuota Fija;Bajo Medio;TRUJILLO;EL PORVENIR;;58713,0;;61494,0;61494,0;;0,283072;0,283072;0,716928;2026-01-05 02:25:13;2026-01-29 19:34:15;24;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;1,0;SI;0,0249;;2026;False;No;No;0,24;0,215;14400,0;12900,0;17700,0;15900,000000000015;0,265;0,23500000000000001;15900,0;14100,0;19200,0;17400,0;False;0,10375;Fuera de Rango;Fuera de Rango (No FT);No;No;12960,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04612;20000,0;20000,0;27200,0;27200,0;7200,0;7200,0;36;PEN;1,36;Cuota Fija;Moderado Medio;LIMA;CARABAYLLO;casa;130073,0;;27200,0;27200,0;;0,056517;0,056517;0,943483;2025-12-31 14:31:15;2026-01-17 20:55:17;17;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,36;;2026;True;No;No;0,35;0,325;7000,0;6500,0;7500,0;6900,0;0,375;0,35000000000000003;7500,0;7000,000000000001;8000,0;7400,000000000004;True;1,0285714285714285;D2, D3;D3;No;No;6300,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04669;165000,0;165000,0;167095,5;167095,5;2095,5;2095,5;48;PEN;2,7;Cuota Fija;Bajo Medio;SANTA;SANTA;;122280,0;;167095,5;167095,5;;0,369324;0,369324;0,630676;2026-01-05 01:24:45;2026-01-29 22:22:18;24;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0127;;2026;False;No;No;0,125;0,095;20625,0;15675,0;28050,0;23100,00000000003;0,13;0,1;21450,0;16500,0;28875,0;23925,0;False;0,1016;Fuera de Rango;Fuera de Rango (No FT);No;No;18562,5;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04646;100000,0;100000,0;118000,0;118000,0;18000,0;18000,0;72;PEN;1,66;Cuota Fija;Moderado;LIMA;CHORRILLOS;casa;357241,0;;118000,0;118000,0;;0,089273;0,089273;0,910727;2026-01-06 20:49:19;2026-01-26 19:11:42;19;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,18;;2026;True;No;No;0,18;0,13999999999999999;18000,0;13999,999999999998;20000,0;15999,999999999985;0,19;0,15;19000,0;15000,0;21000,0;17000,0;True;1,0;D1, D2, D3, D4;D3 o D4 (Solapado - Verificar Descuento);No;No;16200,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04629;27608,81;27608,81;35615,37;35615,37;8006,56;8006,56;48;PEN;1,58;Cuota Fija;Moderado;LIMA;LA VICTORIA;;69155,0;;35615,37;35615,37;;0,139191;0,139191;0,8608089999999999;2026-01-06 21:59:38;2026-01-20 20:30:16;13;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,2900001847236443;;2026;True;No;No;0,305;0,28500000000000003;8420,68705;7868,5108500000015;8972,863249999999;8282,643;0,33;0,31;9110,9073;8558,7311;9663,083500000004;8972,863249999999;True;0,9508202777824406;D1;Fuera de Rango (FT);No;No;7578,618345000001;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04657;40000,0;40000,0;51200,0;51200,0;11200,0;11200,0;36;PEN;2,17;Cuota Fija;Alto;CHICLAYO;CHICLAYO;departamento;45803,0;;51200,0;51200,0;;0,302116;0,302116;0,697884;2026-01-08 16:09:02;2026-01-30 21:16:45;22;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,28;;2026;True;No;No;0,27999999999999997;0,25;11199,999999999998;10000,0;11800,0;10400,0;0,305;0,27;12200,0;10800,0;12800,0;11200,0;True;1,0000000000000002;D1, D2, D3, D4;D2;No;No;10079,999999999998;11200,0;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04710;145000,0;145000,0;147813,0;147813,0;2813,0;2813,0;48;PEN;2,97;Cuota Fija;Bajo Medio;CHEPEN;CHEPEN;;110543,0;;147813,0;147813,0;;0,361393;0,361393;0,6386069999999999;2026-01-08 16:29:44;2026-02-12 14:44:44;34;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0194;;2026;False;No;No;0,135;0,10500000000000001;19575,0;15225,000000000002;26100,0;21750,0;0,14;0,11;20300,000000000004;15950,0;26825,0;22475,0;False;0,1437037037037037;Fuera de Rango;Fuera de Rango (No FT);No;No;17617,5;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04644;28085,890000000003;28085,890000000003;36090,37;36090,37;8004,48;8004,48;48;PEN;1,47;Cuota Fija;Bajo Medio;LIMA;COMAS;;63326,0;;36090,37;36090,37;;0,154031;0,154031;0,845969;2026-01-09 17:05:11;2026-02-10 22:31:13;32;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,2850000480668406;;2026;True;No;No;0,3;0,27999999999999997;8425,767;7864,0492;9549,2026;8847,055349999999;0,325;0,305;9127,914250000002;8566,196450000001;10251,349850000002;9549,2026;True;0,9500001602228022;D1;Fuera de Rango (FT);No;No;7583,1903;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04732;100000,0;100000,0;118500,0;118500,0;18500,0;18500,0;48;PEN;1,69;Cuota Fija;Moderado;LIMA;SAN MARTIN DE PORRES;casa;111033,0;;118500,0;118500,0;;0,288446;0,288446;0,711554;2026-01-09 23:17:12;2026-02-21 14:14:35;42;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,185;;2026;True;No;No;0,185;0,13999999999999999;18500,0;13999,999999999998;20000,0;15500,0;0,195;0,145;19500,0;14499,999999999998;21000,0;15999,999999999985;True;1,0;D1, D2, D3, D4;D1 o D2 (Solapado - Verificar Descuento);No;No;16650,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04729;190000,0;190000,0;208050,0;208050,0;18050,0;18050,0;72;PEN;1,68;Cuota Fija;Bajo;LIMA;SAN BORJA;departamento;183007,0;;208050,0;208050,0;;0,307255;0,307255;0,6927449999999999;2026-01-12 17:23:35;2026-02-20 19:47:27;39;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,095;;2026;True;No;No;0,095;0,075;18050,0;14250,0;25650,0;20900,00000000003;0,1;0,08;19000,0;15200,0;26600,00000000003;21850,0;True;1,0;D1, D3;D3;No;No;16245,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04744;80000,0;80000,0;83552,0;83552,0;3552,0;3552,0;60;PEN;2,32;Cuota Fija;Moderado Medio;CALLAO;LA PERLA;;62581,0;;83552,0;83552,0;;0,360838;0,360838;0,639162;2026-01-13 17:22:01;2026-02-27 22:02:09;45;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0444;;2026;False;No;No;0,21999999999999997;0,195;17599,999999999996;15600,0;20399,999999999985;18000,0;0,23500000000000001;0,21;18800,0;16800,0;21600,0;19200,0;False;0,20181818181818187;Fuera de Rango;Fuera de Rango (No FT);No;No;15839,999999999996;;False
