Estado;Periodo de Cierre;Codigo de Contrato;Monto;Monto Solarizado;Monto Desembolsado;Monto Desembolsado Solarizado;Comision;Comision Solarizada;Plazo;Moneda;Tasa de Interes;Esquema;Riesgo;Provincia Propiedad;Distrito Propiedad;Tipo de Propiedad;Valuacion Propiedad;Valuacion en Soles;Total Ganado Esperado;Total Ganado;Numero de Reservaciones;Ratio (%);LTV;Safety Buffer;Fecha de Creacion;Fecha de Cierre;Dias de Cierre;Etapa del Negocio;Canal;Tipo de Fondo;Es Fast Track;Tipo de Cambio Contable;Flag Contrato Cerrado;Ratio Comision/Monto;Flag Alta Demanda;Ano;¿Aplica propuesta?;Marca_15_Mayo_Creacion;Marca_15_Mayo_Cierre;COMISION SD. NO FT PCT IDEAL;COMISION SD. NO FT PCT MIN;COMISION SD. NO FT MONTO IDEAL;COMISION SD. NO FT MONTO MIN;COMISION CD. NO FT MONTO IDEAL;COMISION CD. NO FT MONTO MIN;COMISION SD. SI FT PCT IDEAL;COMISION SD. SI FT PCT MIN;COMISION SD. SI FT MONTO IDEAL;COMISION SD. SI FT MONTO MIN;COMISION CD. SI FT MONTO IDEAL;COMISION CD. SI FT MONTO MIN;Es Caso en Seguimiento;Ratio_Comision_Real_Ideal;Dominios_Matematicos;Dominio_Final;Marca_25_abril_Creacion;Marca_25_abril_Cierre;AJUSTADA COMISION SD. NO FT MONTO IDEAL;Comision Final;Condicion Fuerte es Caso en Seguimiento
CONTRATO CERRADO / DESEMBOLSO;202603;P04810;50000,0;50000,0;63750,0;63750,0;13750,0;13750,0;48;PEN;1,57;Cuota Fija;Medio;LIMA;SAN MARTIN DE PORRES;casa;209705,0;;63750,0;63750,0;;0,082162;0,082162;0,917838;2025-09-16 20:44:43;2026-03-20 23:29:03;185;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,538;SI;0,275;;2026;True;No;No;0,275;0,24500000000000002;13750,000000000002;12250,000000000002;15000,0;13250,000000000007;0,295;0,265;14750,0;13250,0;16000,0;14250,000000000007;True;0,9999999999999999;D1, D2, D3;D1 o D2 (Solapado - Verificar Descuento);No;No;12375,000000000002;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04597;150000,0;150000,0;153390,0;153390,0;3390,0;3390,0;72;PEN;3,12;Cuota Fija;Bajo Medio;TRUJILLO;LAREDO;;131292,0;;153390,0;153390,0;;0,31576;0,31576;0,68424;2025-10-16 03:31:00;2026-01-05 21:52:40;81;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,457;SI;0,0226;;2026;False;No;No;0,135;0,10500000000000001;20250,0;15750,000000000002;29250,0;24750,0;0,14;0,11;21000,000000000004;16500,0;30000,0;25500,0;False;0,1674074074074074;Fuera de Rango;Fuera de Rango (No FT);No;No;18225,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04590;40000,0;40000,0;51000,0;51000,0;11000,0;11000,0;72;PEN;1,5;Cuota Fija;Bajo Medio;CALLAO;CALLAO;casa;100524,0;;51000,0;51000,0;;0,137119;0,137119;0,862881;2025-10-24 21:34:04;2026-01-08 19:39:15;75;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,506;SI;0,275;;2026;True;No;No;0,275;0,24500000000000002;11000,0;9800,000000000002;13200,0;11800,0;0,305;0,27;12200,0;10800,0;14399,999999999993;12800,0;True;1,0;D1, D3;D3;No;No;9900,0;;False
CONTRATO CERRADO / DESEMBOLSO;202603;P04823;49000,0;49000,0;62720,0;62720,0;13720,0;13720,0;36;PEN;1,56;Cuota Fija;Moderado Medio;LIMA;EL AGUSTINO;terreno;122853,0;;62720,0;62720,0;;0,137981;0,137981;0,862019;2025-11-13 23:11:01;2026-03-24 23:13:34;131;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,457;SI;0,28;;2026;True;No;No;0,29;0,255;14209,999999999998;12495,0;15680,0;13965,000000000007;0,31;0,275;15190,0;13475,000000000002;16660,0;14945,0;True;0,9655172413793105;D1, D3;D3;No;No;12788,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04626;30618,980000000003;30618,980000000003;32881,73;32881,73;2262,75;2262,75;60;PEN;2,09;Cuota Fija;Bajo Medio;LIMA;SAN MARTIN DE PORRES;;30335,0;;32881,73;32881,73;;0,292961;0,292961;0,707039;2025-11-17 19:26:10;2026-01-17 14:31:01;60;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;1,0;SI;0,0739002409616518;;2026;False;No;No;0,295;0,265;9032,599100000001;8114,029700000001;10410,453200000004;9491,883800000003;0,32;0,29;9798,073600000002;8879,504200000001;11175,9277;10257,3583;False;0,2505092913954301;Fuera de Rango;Fuera de Rango (No FT);No;No;8129,3391900000015;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04600;140000,0;140000,0;142086,0;142086,0;2086,0;2086,0;36;PEN;2,85;Cuota Fija;Moderado Medio;HUANCAYO;EL TAMBO;casa;102476,0;;142086,0;142086,0;;0,374738;0,374738;0,625262;2025-11-22 14:03:46;2026-01-09 14:03:55;48;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,457;SI;0,0149;;2026;False;No;No;0,15;0,11499999999999999;21000,0;16099,999999999998;25200,0;19600,00000000003;0,155;0,12;21700,0;16800,0;25900,0;20300,0;False;0,09933333333333333;Fuera de Rango;Fuera de Rango (No FT);No;No;18900,0;;False
CONTRATO CERRADO / DESEMBOLSO;202603;P04789;100000,0;100000,0;102600,0;102600,0;2600,0;2600,0;60;PEN;3,0;Cuota Fija;Moderado;CAÑETE;CHILCA;;153615,0;;102600,0;102600,0;;0,180515;0,180515;0,819485;2025-11-27 16:14:39;2026-03-09 13:47:05;101;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,414;SI;0,026;;2026;False;No;No;0,175;0,135;17500,0;13500,0;19000,0;14999,999999999985;0,185;0,145;18500,0;14499,999999999998;20000,0;15999,999999999985;False;0,14857142857142858;Fuera de Rango;Fuera de Rango (No FT);No;No;15750,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04583;22000,0;22000,0;29260,0;29260,0;7260,0;7260,0;48;PEN;1,37;Cuota Fija;Moderado;LIMA;SANTA ANITA;departamento;21812,0;;29260,0;29260,0;;0,362558;0,362558;0,6374420000000001;2025-12-01 14:10:30;2026-01-03 14:20:28;33;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,414;SI;0,33;;2026;True;No;No;0,32999999999999996;0,31;7259,999999999999;6820,0;7700,000000000004;7150,0;0,355;0,335;7810,0;7370,0;8250,0;7700,000000000004;True;1,0000000000000002;D1, D2;D2;No;No;6533,999999999999;7260,0;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04623;40000,0;40000,0;41492,0;41492,0;1492,0;1492,0;72;PEN;2,92;Cuota Fija;Moderado Medio;SANTA;CHIMBOTE;departamento;49878,0;;41492,0;41492,0;;0,22483;0,22483;0,77517;2025-12-02 15:14:04;2026-01-15 14:26:44;43;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,414;SI;0,0373;;2026;False;No;No;0,265;0,23500000000000001;10600,0;9400,0;12400,0;11200,0;0,295;0,265;11800,0;10600,0;13800,0;12400,0;False;0,14075471698113207;Fuera de Rango;Fuera de Rango (No FT);No;No;9540,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04598;26000,0;26000,0;29003,0;29003,0;3003,0;3003,0;48;PEN;2,62;Cuota Fija;Moderado;LIMA;CERCADO;;55750,0;;29003,0;29003,0;;0,140604;0,140604;0,859396;2025-12-05 16:54:07;2026-01-06 13:25:24;31;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;True;1,0;SI;0,1155;;2026;False;No;No;0,30999999999999994;0,29;8059,999999999998;7539,999999999999;8580,0;7930,0;0,335;0,315;8710,0;8190,0;9230,0;8580,0;False;0,3725806451612904;Fuera de Rango;Fuera de Rango (FT);No;No;7253,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04616;40000,0;40000,0;42308,0;42308,0;2308,0;2308,0;72;PEN;1,95;Cuota Fija;Medio;LIMA;SURQUILLO;;105261,0;;42308,0;42308,0;;0,108631;0,108631;0,891369;2025-12-05 19:28:26;2026-01-13 19:25:25;38;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;True;3,414;SI;0,0577;;2026;False;No;No;0,27999999999999997;0,25;11199,999999999998;10000,0;12400,0;11200,0;0,31;0,275;12400,0;11000,0;13600,0;12200,0;False;0,2060714285714286;Fuera de Rango;Fuera de Rango (FT);No;No;10079,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04696;28000,0;28000,0;29341,2;29341,2;1341,2;1341,2;60;PEN;3,22;Cuota Fija;Moderado Medio;TRUJILLO;FLORENCIA DE MORA;;27944,0;;29341,2;29341,2;;0,283784;0,283784;0,716216;2025-12-11 16:12:44;2026-02-06 23:33:39;57;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,414;SI;0,0479;;2026;False;No;No;0,315;0,29500000000000004;8820,0;8260,000000000002;10080,0;9380,0;0,35000000000000003;0,325;9800,000000000002;9100,0;11060,0;10220,0;False;0,15206349206349207;Fuera de Rango;Fuera de Rango (No FT);No;No;7938,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04604;150000,0;150000,0;165750,0;165750,0;15750,0;15750,0;72;PEN;1,78;Cuota Fija;Bajo Medio;LIMA;ATE;casa;134277,0;;165750,0;165750,0;;0,333619;0,333619;0,666381;2025-12-10 15:12:36;2026-01-12 22:49:29;33;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,414;SI;0,105;;2026;True;No;No;0,13;0,1;19500,0;15000,0;27000,0;22500,0;0,135;0,105;20250,0;15750,0;27750,0;23250,0;True;0,8076923076923077;D1, D3;D1;No;No;17550,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04621;60000,0;60000,0;62406,0;62406,0;2406,0;2406,0;48;PEN;2,53;Cuota Fija;Medio;LIMA;VILLA EL SALVADOR;casa;120405,0;;62406,0;62406,0;;0,140081;0,140081;0,859919;2025-12-10 20:24:54;2026-01-14 13:52:13;34;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;True;3,414;SI;0,0401;;2026;False;No;No;0,255;0,225;15300,0;13500,0;16500,0;14700,0;0,275;0,24;16500,0;14400,0;18000,0;15600,0;False;0,15725490196078432;Fuera de Rango;Fuera de Rango (FT);No;No;13770,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04614;170000,0;170000,0;172023,0;172023,0;2023,0;2023,0;72;PEN;2,89;Cuota Fija;Moderado;TRUJILLO;MOCHE;;192460,0;;172023,0;172023,0;;0,241571;0,241571;0,758429;2025-12-14 02:13:56;2026-01-12 21:30:27;29;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,414;SI;0,0119;;2026;False;No;No;0,125;0,095;21250,0;16150,0;25499,99999999997;19550,0;0,13;0,1;22100,0;17000,0;26350,0;20400,00000000003;False;0,0952;Fuera de Rango;Fuera de Rango (No FT);No;No;19125,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04605;115000,0;115000,0;130295,0;130295,0;15295,0;15295,0;72;PEN;1,5;Cuota Fija;Bajo Medio;LIMA;PUEBLO LIBRE;departamento;153735,0;;130295,0;130295,0;;0,229062;0,229062;0,770938;2025-12-11 22:03:35;2026-01-13 20:25:12;32;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,414;SI;0,133;;2026;True;No;No;0,155;0,12;17825,0;13800,0;23575,0;19550,0;0,16;0,125;18400,0;14375,0;24150,0;20125,0;True;0,8580645161290322;D1, D3;D3;No;No;16042,5;;False
CONTRATO CERRADO / DESEMBOLSO;202604;P04896;400000,0;400000,0;404040,0;404040,0;4040,0;4040,0;60;PEN;2,13;Cuota Fija;Moderado;CAJAMARCA;CAJAMARCA;;332547,0;;404040,0;404040,0;;0,328375;0,328375;0,671625;2025-12-16 23:01:57;2026-04-14 15:37:19;118;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,414;SI;0,0101;;2026;False;No;No;0,085;0,065;34000,0;26000,0;40000,00000000006;32000,0;0,09;0,07;36000,0;28000,000000000004;42000,0;34000,0;False;0,1188235294117647;Fuera de Rango;Fuera de Rango (No FT);No;No;30600,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04595;25000,0;25000,0;31875,0;31875,0;6875,0;6875,0;36;PEN;1,08;Cuota Fija;Moderado;LIMA;SURCO;departamento;114774,0;;31875,0;31875,0;;0,075059;0,075059;0,924941;2025-12-16 16:12:05;2026-01-09 17:27:39;24;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,414;SI;0,275;;2026;True;No;No;0,31999999999999995;0,3;7999,999999999999;7500,0;8500,0;8000,0;0,34500000000000003;0,325;8625,0;8125,0;9125,0;8625,0;True;0,8593750000000001;Fuera de Rango;Fuera de Rango (FT);No;No;7199,999999999999;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04584;100000,0;100000,0;113500,0;113500,0;13500,0;13500,0;48;PEN;1,2;Cuota Fija;Bajo;LIMA;SAN BORJA;departamento;216540,0;;113500,0;113500,0;;0,141663;0,141663;0,858337;2025-12-15 22:58:01;2026-01-05 22:45:00;20;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,414;SI;0,135;;2026;True;No;No;0,16;0,12;16000,0;12000,0;19000,0;14500,0;0,165;0,125;16500,0;12500,0;19500,0;14999,999999999985;True;0,84375;D1, D3;D3;No;No;14400,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04649;22600,0;22600,0;29832,0;29832,0;7232,0;7232,0;36;PEN;1,7;Cuota Fija;Moderado Medio;LAMBAYEQUE;LAMBAYEQUE;;43627,0;;29832,0;29832,0;;0,18481;0,18481;0,81519;2025-12-16 15:33:00;2026-01-27 21:18:49;42;CONTRATO CERRADO / DESEMBOLSO;Presencial;Inversionista P2P;True;3,414;SI;0,32;;2026;False;No;No;0,33499999999999996;0,315;7570,999999999999;7119,0;8249,0;7797,0;0,365;0,34;8249,0;7684,000000000001;8927,0;8362,000000000004;False;0,955223880597015;D1;Fuera de Rango (FT);No;No;6813,9;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04757;194000,0;194000,0;198656,0;198656,0;4656,0;4656,0;60;PEN;2,1;Cuota Fija;Bajo Medio;LIMA;SAN JUAN DE LURIGANCHO;;150156,0;;198656,0;198656,0;;0,357567;0,357567;0,642433;2025-12-17 21:40:52;2026-02-27 23:03:37;72;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,346;SI;0,024;;2026;False;No;No;0,11000000000000001;0,08499999999999999;21340,000000000004;16490,0;30070,0;24250,0;0,115;0,09;22310,0;17460,0;30070,0;25219,99999999997;False;0,21818181818181814;Fuera de Rango;Fuera de Rango (No FT);No;No;19206,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04667;35000,0;35000,0;36372,0;36372,0;1372,0;1372,0;48;PEN;3,3;Cuota Fija;Moderado Medio;TRUJILLO;ALTO TRUJILLO;;48207,0;;36372,0;36372,0;;0,203918;0,203918;0,796082;2025-12-17 22:50:24;2026-01-28 14:26:00;41;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0392;;2026;False;No;No;0,295;0,265;10325,0;9275,0;11550,0;10500,0;0,325;0,29;11375,0;10150,0;12599,999999999993;11375,0;False;0,13288135593220338;Fuera de Rango;Fuera de Rango (No FT);No;No;9292,5;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04601;40000,0;40000,0;42308,0;42308,0;2308,0;2308,0;60;PEN;2,13;Cuota Fija;Bajo;LIMA;CERCADO DE LIMA;departamento;40741,0;;42308,0;42308,0;;0,280665;0,280665;0,7193350000000001;2025-12-18 21:26:00;2026-01-08 15:30:17;20;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,414;SI;0,0577;;2026;False;No;No;0,265;0,23500000000000001;10600,0;9400,0;12200,0;10800,0;0,29;0,26;11600,0;10400,0;13200,0;11800,0;False;0,2177358490566038;Fuera de Rango;Fuera de Rango (No FT);No;No;9540,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04636;37897,420000000006;37897,420000000006;40197,8;40197,8;2300,38;2300,38;60;PEN;2,9;Cuota Fija;Moderado;LIMA;SAN MARTIN DE PORRES;;57951,0;;40197,8;40197,8;;0,187474;0,187474;0,812526;2025-12-23 19:25:21;2026-01-19 14:31:58;26;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,0607001743126576;;2026;False;No;No;0,27999999999999997;0,25;10611,277600000001;9474,355000000001;11369,226000000002;10232,303400000004;0,305;0,275;11558,7131;10421,790500000003;12316,661500000002;11179,738899999997;False;0,21678633683092033;Fuera de Rango;Fuera de Rango (No FT);No;No;9550,149840000002;;False
CONTRATO CERRADO / DESEMBOLSO;202603;P04787;79250,0;79250,0;81746,38;81746,38;2496,38;2496,38;72;PEN;3,17;Cuota Fija;Alto;SULLANA;SULLANA;;156002,0;;81746,38;81746,38;;0,141624;0,141624;0,858376;2025-12-19 18:03:19;2026-03-09 13:46:59;79;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;True;3,384;SI;0,0315000630914826;;2026;False;No;No;0,22999999999999998;0,2;18227,5;15850,0;19416,250000000015;17038,75;0,25;0,215;19812,5;17038,75;21001,250000000015;18227,5;False;0,13695679604992458;Fuera de Rango;Fuera de Rango (FT);No;No;16404,75;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04651;60000,0;60000,0;72900,0;72900,0;12900,0;12900,0;72;PEN;1,45;Cuota Fija;Medio;LIMA;SURQUILLO;departamento;86616,0;;72900,0;72900,0;;0,227472;0,227472;0,772528;2025-12-30 19:04:36;2026-01-27 14:41:33;27;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,215;;2026;True;No;No;0,24499999999999997;0,22000000000000003;14699,999999999998;13200,000000000002;16500,0;14700,0;0,265;0,24;15900,0;14400,0;17700,0;16200,0;True;0,8775510204081634;Fuera de Rango;Fuera de Rango (FT);No;No;13229,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04631;48000,0;48000,0;59280,0;59280,0;11280,0;11280,0;72;PEN;1,32;Cuota Fija;Medio;LIMA;SAN MIGUEL;departamento;87596,0;;59280,0;59280,0;;0,182904;0,182904;0,817096;2025-12-30 22:05:22;2026-01-21 22:33:20;22;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,235;;2026;True;No;No;0,265;0,23500000000000001;12720,0;11280,0;14160,0;12720,000000000007;0,29;0,26;13919,999999999998;12480,0;15360,0;13920,0;True;0,8867924528301887;D1;Fuera de Rango (FT);No;No;11448,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04663;145000,0;145000,0;147813,0;147813,0;2813,0;2813,0;72;PEN;2,29;Cuota Fija;Bajo Medio;LIMA;SURQUILLO;departamento;86892,0;;147813,0;147813,0;;0,45976;0,45976;0,54024;2026-01-02 13:47:50;2026-01-26 16:25:02;24;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,0194;;2026;False;No;No;0,125;0,095;18125,0;13775,0;25375,0;20300,00000000003;0,13;0,1;18850,0;14500,0;26100,0;21750,0;False;0,1552;Fuera de Rango;Fuera de Rango (No FT);No;No;16312,5;;False
CONTRATO CERRADO / DESEMBOLSO;202606;P05078;35000,0;35000,0;37285,5;37285,5;2285,5;2285,5;48;PEN;1,99;Cuota Fija;Bajo Medio;LIMA;LOS OLIVOS;casa;62430,0;;37285,5;37285,5;;0,161415;0,161415;0,838585;2026-01-05 17:43:42;2026-06-10 16:31:17;155;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;True;3,384;SI;0,0653;;2026;False;No;Sí;0,275;0,24500000000000002;9625,0;8575,0;10850,0;9800,0;0,3;0,265;10500,0;9275,0;11900,0;10500,0;False;0,23745454545454545;Fuera de Rango;Fuera de Rango (FT);No;Sí;8662,5;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04689;89261,72;89261,72;105775,14;105775,14;16513,42;16513,42;60;PEN;1,28;Cuota Fija;Medio;LIMA;SAN BORJA;departamento;170679,0;;105775,14;105775,14;;0,167495;0,167495;0,832505;2026-01-06 21:12:48;2026-02-06 13:59:07;30;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,1850000201654191;;2026;True;No;No;0,195;0,16999999999999998;17406,0354;15174,4924;19637,5784;16959,72679999999;0,20500000000000002;0,18;18298,6526;16067,1096;20530,195599999992;17852,343999999997;True;0,9487180521303546;D1, D3;D3;No;No;15665,43186;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04694;50000,0;169200,0;50880,0;172177,91999999998;880,0;2977,92;60;USD;2,5;Cuota Fija;Bajo Medio;LIMA;SAN ISIDRO;;96963,0;;50880,0;50880,0;;0,524736;0,524736;0,475264;2026-01-07 14:48:40;2026-02-05 22:54:52;29;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0176;;2026;False;No;No;0,09;0,06999999999999999;4500,0;3499,9999999999995;6499,999999999993;5250,0;0,105;0,085;5250,0;4250,0;7250,0;6000,000000000007;False;0,19555555555555557;Fuera de Rango;Fuera de Rango (No FT);No;No;4050,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04654;23000,0;23000,0;30015,0;30015,0;7015,0;7015,0;36;PEN;2,01;Cuota Fija;Alto;TRUJILLO;TRUJILLO;casa;58992,0;;30015,0;30015,0;;0,137513;0,137513;0,862487;2026-01-07 20:16:14;2026-01-29 21:31:40;22;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,305;;2026;True;No;No;0,305;0,28500000000000003;7015,0;6555,000000000001;7360,0;6900,0;0,33;0,31;7590,0;7130,0;7935,0;7475,0;True;1,0;D1, D2;D1 o D2 (Solapado - Verificar Descuento);No;No;6313,5;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04678;31000,0;31000,0;33263,0;33263,0;2263,0;2263,0;48;PEN;2,36;Cuota Fija;Moderado;CALLAO;CALLAO;casa;24581,0;;33263,0;33263,0;;0,36573;0,36573;0,63427;2026-01-09 22:20:00;2026-01-30 22:43:12;21;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,073;;2026;False;No;No;0,3;0,27;9300,0;8370,0;9920,0;8835,000000000007;0,325;0,295;10075,0;9145,0;10695,0;9610,0;False;0,24333333333333335;Fuera de Rango;Fuera de Rango (No FT);No;No;8370,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04700;145000,0;145000,0;165300,0;165300,0;20300,0;20300,0;72;PEN;2,72;Cuota Fija;Moderado Medio;TRUJILLO;TRUJILLO;departamento;120963,0;;165300,0;165300,0;;0,369334;0,369334;0,630666;2026-01-12 17:34:58;2026-02-11 23:43:09;30;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,14;;2026;True;No;No;0,14;0,10500000000000001;20300,000000000004;15225,000000000002;26825,0;21025,0;0,145;0,11;21025,0;15950,0;27550,0;21750,0;True;0,9999999999999998;D1, D3;D1;No;No;18270,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04652;40000,0;40000,0;49600,0;49600,0;9600,0;9600,0;36;PEN;1,14;Cuota Fija;Medio;LIMA;SANTIAGO DE SURCO;;76977,0;;49600,0;49600,0;;0,174148;0,174148;0,825852;2026-01-12 14:40:41;2026-01-28 22:15:09;16;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,24;;2026;True;No;No;0,275;0,24500000000000002;11000,0;9800,000000000002;11800,0;10400,0;0,295;0,265;11800,0;10600,0;12600,0;11200,0;True;0,8727272727272727;Fuera de Rango;Fuera de Rango (FT);No;No;9900,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04662;70000,0;70000,0;71540,0;71540,0;1540,0;1540,0;72;PEN;3,03;Cuota Fija;Medio;TRUJILLO;TRUJILLO;departamento;99232,0;;71540,0;71540,0;;0,194848;0,194848;0,805152;2026-01-12 17:23:08;2026-01-26 22:30:08;14;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,022;;2026;False;No;No;0,225;0,2;15750,0;14000,0;18200,0;16450,0;0,245;0,22;17150,0;15400,0;19600,0;17849,999999999985;False;0,09777777777777778;Fuera de Rango;Fuera de Rango (No FT);No;No;14175,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04709;500000,0;500000,0;503800,0;503800,0;3800,0;3800,0;36;PEN;2,5;Cuota Fija;Medio;HUANCAYO;EL TAMBO;;2593969,0;;503800,0;503800,0;;0,052492;0,052492;0,947508;2026-01-12 20:55:41;2026-02-11 17:43:27;29;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,0076;;2026;False;No;No;0,08;0,06;40000,0;30000,0;50000,0;40000,0;0,085;0,065;42500,0;32500,0;52500,0;42500,0;False;0,095;Fuera de Rango;Fuera de Rango (No FT);No;No;36000,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04692;140000,0;140000,0;143094,0;143094,0;3094,0;3094,0;72;PEN;3,0;Cuota Fija;Moderado Medio;PIURA;PIURA;;211455,0;;143094,0;143094,0;;0,182895;0,182895;0,817105;2026-01-13 16:33:39;2026-02-03 22:51:05;21;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0221;;2026;False;No;No;0,15;0,11499999999999999;21000,0;16099,999999999998;27300,0;21700,0;0,155;0,12;21700,0;16800,0;28000,0;22400,0;False;0,14733333333333334;Fuera de Rango;Fuera de Rango (No FT);No;No;18900,0;;False
CONTRATO CERRADO / DESEMBOLSO;202603;P04795;34000,0;34000,0;36590,8;36590,8;2590,8;2590,8;36;PEN;4,0;Cuota Fija;Medio;PIURA;VEINTISEIS DE OCTUBRE;;52773,0;;36590,8;36590,8;;0,187395;0,187395;0,812605;2026-01-14 17:34:37;2026-03-12 14:15:40;56;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;True;3,384;SI;0,0762;;2026;False;No;No;0,305;0,27;10370,0;9180,0;11220,0;9860,0;0,33;0,295;11220,0;10030,0;12070,0;10710,0;False;0,2498360655737705;Fuera de Rango;Fuera de Rango (FT);No;No;9333,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04699;225000,0;225000,0;250875,0;250875,0;25875,0;25875,0;72;PEN;1,72;Cuota Fija;Bajo Medio;LIMA;LURIGANCHO;;198492,0;;250875,0;250875,0;;0,341596;0,341596;0,658404;2026-01-15 13:51:51;2026-02-11 14:50:37;27;CONTRATO CERRADO / DESEMBOLSO;Presencial;Inversionista P2P;False;3,384;SI;0,115;;2026;False;No;No;0,10500000000000001;0,08;23625,000000000004;18000,0;34875,0;28125,0;0,11;0,085;24750,0;19125,0;35999,99999999997;29249,99999999997;False;1,0952380952380951;Fuera de Rango;Fuera de Rango (No FT);No;No;21262,500000000004;;False
